episode,episode_reward,success,cumulative_reward,moving_average_reward,epsilon,episode_length
69.0,-1.24,0.0,-111.06000000000002,-1.6095652173913046,0.9660800044319772,13.0
70.0,-2.710000000000001,0.0,-113.77000000000001,-1.6252857142857144,0.9655969644297613,80.0
71.0,-1.6300000000000003,0.0,-115.4,-1.6253521126760564,0.9651141659475465,44.0
72.0,-2.130000000000001,0.0,-117.53,-1.6323611111111112,0.9646316088645728,70.0
73.0,-2.480000000000001,0.0,-120.01,-1.6439726027397261,0.9641492930601405,69.0
74.0,-1.17,0.0,-121.18,-1.6375675675675676,0.9636672184136105,10.0
75.0,-1.52,0.0,-122.7,-1.6360000000000001,0.9631853848044037,33.0
76.0,-1.5800000000000003,0.0,-124.28,-1.6352631578947368,0.9627037921120016,43.0
77.0,-1.9600000000000004,0.0,-126.24,-1.6394805194805193,0.9622224402159457,49.0
78.0,-1.3,0.0,-127.53999999999999,-1.635128205128205,0.9617413289958378,15.0
79.0,-1.1800000000000002,0.0,-128.72,-1.6293670886075948,0.9612604583313399,11.0
80.0,-2.080000000000001,0.0,-130.8,-1.6350000000000002,0.9607798281021742,61.0
81.0,-1.31,0.0,-132.11,-1.6309876543209878,0.9602994381881231,16.0
82.0,-1.1099999999999999,0.0,-133.22000000000003,-1.6246341463414637,0.9598192884690291,12.0
83.0,-1.23,0.0,-134.45000000000002,-1.6198795180722894,0.9593393788247946,12.0
84.0,-1.2000000000000002,0.0,-135.65,-1.6148809523809524,0.9588597091353822,13.0
85.0,-1.18,0.0,-136.83,-1.609764705882353,0.9583802792808146,11.0
86.0,-1.9600000000000004,0.0,-138.79000000000002,-1.6138372093023259,0.9579010891411742,49.0
87.0,-1.31,0.0,-140.10000000000002,-1.6103448275862071,0.9574221385966036,12.0
88.0,-1.6400000000000001,0.0,-141.74,-1.6106818181818183,0.9569434275273054,29.0
89.0,-1.17,0.0,-142.91,-1.6057303370786515,0.9564649558135419,14.0
90.0,-1.1400000000000001,0.0,-144.04999999999998,-1.6005555555555553,0.9559867233356352,11.0
91.0,-2.1000000000000005,0.0,-146.14999999999998,-1.606043956043956,0.9555087299739674,67.0
92.0,-2.500000000000001,0.0,-148.64999999999998,-1.6157608695652173,0.9550309756089804,83.0
93.0,-1.1600000000000001,0.0,-149.80999999999997,-1.6108602150537632,0.954553460121176,13.0
94.0,-1.19,0.0,-150.99999999999997,-1.6063829787234039,0.9540761833911156,20.0
95.0,-1.34,0.0,-152.33999999999997,-1.6035789473684208,0.95359914529942,15.0
96.0,-2.6300000000000012,0.0,-154.96999999999997,-1.614270833333333,0.9531223457267703,104.0
97.0,-2.400000000000001,0.0,-157.36999999999998,-1.6223711340206184,0.952645784553907,69.0
98.0,-1.6400000000000001,0.0,-159.00999999999996,-1.6225510204081628,0.9521694616616301,33.0
99.0,-2.1500000000000004,0.0,-161.15999999999997,-1.6278787878787875,0.9516933769307994,72.0
100.0,-1.6500000000000004,0.0,-162.80999999999997,-1.6280999999999997,0.951217530242334,38.0
101.0,-2.520000000000001,0.0,-165.32999999999998,-1.6416,0.9507419214772129,73.0
102.0,-1.7000000000000002,0.0,-167.02999999999997,-1.6429,0.9502665505164744,39.0
103.0,-1.48,0.0,-168.50999999999996,-1.6213,0.9497914172412162,17.0
104.0,-1.8400000000000005,0.0,-170.34999999999997,-1.6227,0.9493165215325956,57.0
105.0,-1.15,0.0,-171.49999999999997,-1.6217000000000001,0.9488418632718294,12.0
106.0,-1.9700000000000004,0.0,-173.46999999999997,-1.6245000000000003,0.9483674423401935,46.0
107.0,-1.4300000000000002,0.0,-174.89999999999998,-1.6188000000000002,0.9478932586190235,16.0
108.0,-1.4400000000000002,0.0,-176.33999999999997,-1.6163000000000003,0.9474193119897141,21.0
109.0,-1.48,0.0,-177.81999999999996,-1.6203,0.9469456023337193,33.0
110.0,-1.31,0.0,-179.12999999999997,-1.6215000000000002,0.9464721295325524,16.0
111.0,-1.7500000000000004,0.0,-180.87999999999997,-1.6267000000000003,0.9459988934677862,40.0
112.0,-2.1900000000000004,0.0,-183.06999999999996,-1.6276000000000002,0.9455258940210524,76.0
113.0,-1.7900000000000005,0.0,-184.85999999999996,-1.6349,0.9450531310740419,36.0
114.0,-1.4100000000000001,0.0,-186.26999999999995,-1.6266,0.9445806045085049,26.0
115.0,-1.19,0.0,-187.45999999999995,-1.6259000000000001,0.9441083142062507,16.0
116.0,-1.2,0.0,-188.65999999999994,-1.6144,0.9436362600491477,13.0
117.0,-2.210000000000001,0.0,-190.86999999999995,-1.6197,0.9431644419191232,66.0
118.0,-1.4000000000000001,0.0,-192.26999999999995,-1.6203,0.9426928596981636,25.0
119.0,-1.06,0.0,-193.32999999999996,-1.6197,0.9422215132683146,7.0
120.0,-1.4100000000000001,0.0,-194.73999999999995,-1.6214,0.9417504025116805,30.0
121.0,-1.26,0.0,-195.99999999999994,-1.6205999999999998,0.9412795273104247,11.0
122.0,-1.32,0.0,-197.31999999999994,-1.6203999999999996,0.9408088875467696,17.0
123.0,-1.13,0.0,-198.44999999999993,-1.6143999999999996,0.9403384831029963,10.0
124.0,-1.4400000000000002,0.0,-199.88999999999993,-1.6081999999999996,0.9398683138614449,29.0
125.0,-1.62,0.0,-201.50999999999993,-1.6096999999999997,0.9393983797045142,31.0
126.0,-1.4500000000000002,0.0,-202.95999999999992,-1.6133999999999995,0.938928680514662,26.0
127.0,-1.08,0.0,-204.03999999999994,-1.6034999999999997,0.9384592161744048,9.0
128.0,-1.1099999999999999,0.0,-205.14999999999995,-1.5889999999999997,0.9379899865663176,8.0
129.0,-1.46,0.0,-206.60999999999996,-1.5926,0.9375209915730345,31.0
130.0,-1.13,0.0,-207.73999999999995,-1.5866999999999998,0.937052231077248,10.0
131.0,-1.09,0.0,-208.82999999999996,-1.587,0.9365837049617094,6.0
132.0,-1.8900000000000003,0.0,-210.71999999999994,-1.5899999999999996,0.9361154131092286,42.0
133.0,-1.18,0.0,-211.89999999999995,-1.5911999999999997,0.9356473554026741,11.0
134.0,-1.6800000000000002,0.0,-213.57999999999996,-1.5824999999999998,0.9351795317249728,29.0
135.0,-1.1400000000000001,0.0,-214.71999999999994,-1.5762999999999996,0.9347119419591103,7.0
136.0,-1.04,0.0,-215.75999999999993,-1.5735999999999997,0.9342445859881309,5.0
137.0,-1.49,0.0,-217.24999999999994,-1.5694999999999997,0.9337774636951368,22.0
138.0,-1.23,0.0,-218.47999999999993,-1.5702999999999994,0.9333105749632893,12.0
139.0,-1.09,0.0,-219.56999999999994,-1.5661999999999994,0.9328439196758077,10.0
140.0,-1.29,0.0,-220.85999999999993,-1.5806999999999993,0.9323774977159699,22.0
141.0,-1.9500000000000006,0.0,-222.80999999999992,-1.5887999999999993,0.9319113089671119,52.0
142.0,-1.15,0.0,-223.95999999999992,-1.5866999999999993,0.9314453533126285,12.0
143.0,-1.6700000000000004,0.0,-225.6299999999999,-1.5860999999999992,0.9309796306359722,48.0
144.0,-1.3,0.0,-226.92999999999992,-1.5880999999999994,0.9305141408206543,27.0
145.0,-1.23,0.0,-228.1599999999999,-1.5879999999999992,0.9300488837502441,16.0
146.0,-1.46,0.0,-229.61999999999992,-1.5830999999999995,0.9295838593083691,19.0
147.0,-1.4400000000000002,0.0,-231.05999999999992,-1.5857999999999997,0.929119067378715,25.0
148.0,-1.17,0.0,-232.2299999999999,-1.5858999999999994,0.9286545078450257,14.0
149.0,-1.9700000000000004,0.0,-234.1999999999999,-1.5940999999999994,0.9281901805911033,50.0
150.0,-1.9000000000000004,0.0,-236.0999999999999,-1.5961999999999994,0.9277260855008077,31.0
151.0,-1.1199999999999999,0.0,-237.2199999999999,-1.5882999999999996,0.9272622224580573,9.0
152.0,-1.22,0.0,-238.4399999999999,-1.5732999999999995,0.9267985913468284,11.0
153.0,-1.25,0.0,-239.6899999999999,-1.5485999999999995,0.926335192051155,10.0
154.0,-1.6300000000000003,0.0,-241.3199999999999,-1.5497999999999996,0.9258720244551295,32.0
155.0,-1.26,0.0,-242.5799999999999,-1.5502999999999993,0.925409088442902,19.0
156.0,-1.2000000000000002,0.0,-243.7799999999999,-1.5431999999999995,0.9249463838986807,13.0
157.0,-1.62,0.0,-245.3999999999999,-1.5346999999999995,0.9244839107067314,31.0
158.0,-1.23,0.0,-246.62999999999988,-1.5285999999999993,0.9240216687513781,16.0
159.0,-1.19,0.0,-247.81999999999988,-1.5286999999999993,0.9235596579170025,16.0
160.0,-1.37,0.0,-249.18999999999988,-1.5271999999999992,0.923097878088044,26.0
161.0,-1.22,0.0,-250.40999999999988,-1.518199999999999,0.9226363291490001,11.0
162.0,-1.1,0.0,-251.50999999999988,-1.517999999999999,0.9221750109844257,11.0
163.0,-1.55,0.0,-253.0599999999999,-1.504799999999999,0.9217139234789336,32.0
164.0,-1.3,0.0,-254.3599999999999,-1.504099999999999,0.9212530665171942,23.0
165.0,-1.29,0.0,-255.6499999999999,-1.504799999999999,0.9207924399839357,14.0
166.0,-1.4700000000000002,0.0,-257.1199999999999,-1.502199999999999,0.9203320437639437,28.0
167.0,-1.26,0.0,-258.3799999999999,-1.4974999999999992,0.9198718777420618,19.0
168.0,-1.4800000000000002,0.0,-259.8599999999999,-1.500399999999999,0.9194119418031909,33.0
169.0,-1.17,0.0,-261.0299999999999,-1.499699999999999,0.9189522358322894,10.0
170.0,-1.4700000000000002,0.0,-262.49999999999994,-1.4872999999999987,0.9184927597143733,36.0
171.0,-1.09,0.0,-263.5899999999999,-1.4818999999999989,0.9180335133345161,10.0
172.0,-1.8000000000000003,0.0,-265.38999999999993,-1.478599999999999,0.917574496577849,53.0
173.0,-1.4300000000000002,0.0,-266.81999999999994,-1.468099999999999,0.9171157093295601,24.0
174.0,-1.31,0.0,-268.12999999999994,-1.4694999999999994,0.9166571514748953,24.0
175.0,-1.4500000000000002,0.0,-269.5799999999999,-1.468799999999999,0.916198822899158,30.0
176.0,-1.1400000000000001,0.0,-270.7199999999999,-1.4643999999999988,0.9157407234877085,7.0
177.0,-1.43,0.0,-272.1499999999999,-1.4590999999999987,0.9152828531259647,16.0
178.0,-1.9000000000000004,0.0,-274.0499999999999,-1.4650999999999987,0.9148252116994018,75.0
179.0,-1.4700000000000002,0.0,-275.5199999999999,-1.4679999999999986,0.9143677990935521,20.0
180.0,-1.3,0.0,-276.81999999999994,-1.4601999999999986,0.9139106151940054,15.0
181.0,-1.09,0.0,-277.9099999999999,-1.4579999999999986,0.9134536598864085,6.0
182.0,-1.4100000000000001,0.0,-279.31999999999994,-1.4609999999999985,0.9129969330564653,22.0
183.0,-1.33,0.0,-280.6499999999999,-1.4619999999999989,0.9125404345899372,22.0
184.0,-1.6600000000000001,0.0,-282.30999999999995,-1.4665999999999988,0.9120841643726423,51.0
185.0,-1.1,0.0,-283.40999999999997,-1.4657999999999987,0.911628122290456,11.0
186.0,-1.7000000000000002,0.0,-285.10999999999996,-1.4631999999999985,0.9111723082293108,39.0
187.0,-1.3,0.0,-286.40999999999997,-1.4630999999999985,0.9107167220751963,19.0
188.0,-1.18,0.0,-287.59,-1.4584999999999988,0.9102613637141588,15.0
189.0,-1.07,0.0,-288.65999999999997,-1.457499999999999,0.9098062330323018,8.0
190.0,-1.2400000000000002,0.0,-289.9,-1.458499999999999,0.9093513299157857,17.0
191.0,-1.7600000000000002,0.0,-291.65999999999997,-1.455099999999999,0.9088966542508279,45.0
192.0,-1.6100000000000003,0.0,-293.27,-1.4461999999999993,0.9084422059237025,30.0
193.0,-1.3900000000000001,0.0,-294.65999999999997,-1.448499999999999,0.9079879848207407,20.0
194.0,-1.6600000000000001,0.0,-296.32,-1.4531999999999992,0.9075339908283304,27.0
195.0,-1.19,0.0,-297.51,-1.451699999999999,0.9070802238329163,8.0
196.0,-1.16,0.0,-298.67,-1.436999999999999,0.9066266837209999,13.0
197.0,-1.5600000000000003,0.0,-300.23,-1.428599999999999,0.9061733703791394,37.0
198.0,-1.5500000000000003,0.0,-301.78000000000003,-1.4276999999999993,0.9057202836939499,36.0
199.0,-1.9200000000000004,0.0,-303.70000000000005,-1.4253999999999991,0.9052674235521029,53.0
200.0,-1.3200000000000003,0.0,-305.02000000000004,-1.422099999999999,0.9048147898403269,25.0
201.0,-1.15,0.0,-306.17,-1.408399999999999,0.9043623824454068,12.0
202.0,-1.22,0.0,-307.39000000000004,-1.403599999999999,0.9039102012541841,15.0
203.0,-1.4500000000000002,0.0,-308.84000000000003,-1.4032999999999989,0.9034582461535571,26.0
204.0,-1.4000000000000001,0.0,-310.24,-1.398899999999999,0.9030065170304803,21.0
205.0,-1.4,0.0,-311.64,-1.401399999999999,0.9025550137719651,17.0
206.0,-1.1800000000000002,0.0,-312.82,-1.393499999999999,0.9021037362650792,11.0
207.0,-1.24,0.0,-314.06,-1.391599999999999,0.9016526843969468,17.0
208.0,-1.36,0.0,-315.42,-1.3907999999999994,0.9012018580547484,21.0
209.0,-1.4000000000000001,0.0,-316.82,-1.3899999999999995,0.900751257125721,25.0
210.0,-1.32,0.0,-318.14,-1.3900999999999994,0.9003008814971583,17.0
211.0,-1.6400000000000001,0.0,-319.78,-1.3889999999999991,0.8998507310564098,29.0
212.0,-2.480000000000001,0.0,-322.26,-1.391899999999999,0.8994008056908817,85.0
213.0,-1.34,0.0,-323.59999999999997,-1.3873999999999993,0.8989511052880362,19.0
214.0,-1.36,0.0,-324.96,-1.3868999999999994,0.8985016297353923,17.0
215.0,-1.23,0.0,-326.19,-1.3872999999999993,0.8980523789205246,12.0
216.0,-1.37,0.0,-327.56,-1.3889999999999996,0.8976033527310644,18.0
217.0,-2.250000000000001,0.0,-329.81,-1.3893999999999993,0.8971545510546989,78.0
218.0,-1.47,0.0,-331.28000000000003,-1.3900999999999994,0.8967059737791716,20.0
219.0,-2.0100000000000007,0.0,-333.29,-1.3995999999999993,0.8962576207922821,70.0
220.0,-1.6400000000000001,0.0,-334.93,-1.401899999999999,0.895809491981886,37.0
221.0,-1.2800000000000002,0.0,-336.21,-1.4020999999999992,0.8953615872358951,21.0
222.0,-1.1099999999999999,0.0,-337.32,-1.3999999999999995,0.8949139064422772,8.0
223.0,-1.15,0.0,-338.46999999999997,-1.4001999999999994,0.8944664494890561,12.0
224.0,-1.32,0.0,-339.78999999999996,-1.3989999999999996,0.8940192162643116,17.0
225.0,-1.5700000000000003,0.0,-341.35999999999996,-1.3984999999999994,0.8935722066561794,34.0
226.0,-1.2,0.0,-342.55999999999995,-1.3959999999999995,0.8931254205528514,17.0
227.0,-1.4900000000000002,0.0,-344.04999999999995,-1.4000999999999992,0.8926788578425751,22.0
228.0,-1.3,0.0,-345.34999999999997,-1.4019999999999992,0.8922325184136538,11.0
229.0,-1.17,0.0,-346.52,-1.3990999999999991,0.891786402154447,10.0
230.0,-1.17,0.0,-347.69,-1.399499999999999,0.8913405089533699,18.0
231.0,-1.6400000000000001,0.0,-349.33,-1.404999999999999,0.8908948386988933,25.0
232.0,-1.04,0.0,-350.37,-1.396499999999999,0.8904493912795439,5.0
233.0,-1.4900000000000002,0.0,-351.86,-1.3995999999999988,0.8900041665839042,30.0
234.0,-1.06,0.0,-352.92,-1.3933999999999989,0.8895591645006123,7.0
235.0,-1.22,0.0,-354.14000000000004,-1.394199999999999,0.889114384918362,15.0
236.0,-1.06,0.0,-355.20000000000005,-1.3943999999999992,0.8886698277259029,7.0
237.0,-1.27,0.0,-356.47,-1.3921999999999992,0.88822549281204,16.0
238.0,-1.29,0.0,-357.76000000000005,-1.3927999999999991,0.887781380065634,18.0
239.0,-1.18,0.0,-358.94000000000005,-1.3936999999999993,0.8873374893756012,15.0
240.0,-1.4200000000000002,0.0,-360.36000000000007,-1.3949999999999991,0.8868938206309135,27.0
241.0,-1.06,0.0,-361.4200000000001,-1.3860999999999992,0.8864503737205981,7.0
242.0,-1.08,0.0,-362.50000000000006,-1.3853999999999993,0.8860071485337379,9.0
243.0,-1.21,0.0,-363.71000000000004,-1.3807999999999996,0.885564144959471,18.0
244.0,-1.6600000000000001,0.0,-365.37000000000006,-1.3843999999999994,0.8851213628869913,35.0
245.0,-1.8200000000000005,0.0,-367.19000000000005,-1.3902999999999994,0.8846788022055478,59.0
246.0,-2.2600000000000007,0.0,-369.45000000000005,-1.3982999999999992,0.8842364628044451,59.0
247.0,-1.4600000000000002,0.0,-370.91,-1.3984999999999994,0.883794344573043,35.0
248.0,-1.7000000000000002,0.0,-372.61,-1.4037999999999995,0.8833524474007565,35.0
249.0,-1.29,0.0,-373.90000000000003,-1.3969999999999994,0.8829107711770562,14.0
250.0,-1.09,0.0,-374.99,-1.3888999999999994,0.8824693157914677,10.0
251.0,-1.2000000000000002,0.0,-376.19,-1.389699999999999,0.882028081133572,13.0
252.0,-1.9600000000000004,0.0,-378.15,-1.3970999999999991,0.8815870670930053,49.0
253.0,-1.35,0.0,-379.5,-1.3980999999999992,0.8811462735594588,16.0
254.0,-2.3400000000000007,0.0,-381.84,-1.4051999999999993,0.8807057004226791,63.0
255.0,-1.3900000000000001,0.0,-383.22999999999996,-1.4064999999999992,0.8802653475724679,28.0
256.0,-1.25,0.0,-384.47999999999996,-1.4069999999999994,0.8798252148986817,18.0
257.0,-1.27,0.0,-385.74999999999994,-1.4034999999999993,0.8793853022912325,16.0
258.0,-1.8600000000000005,0.0,-387.60999999999996,-1.4097999999999997,0.8789456096400869,55.0
259.0,-1.13,0.0,-388.73999999999995,-1.4091999999999996,0.8785061368352669,14.0
260.0,-1.5,0.0,-390.23999999999995,-1.4104999999999996,0.8780668837668493,23.0
261.0,-2.2700000000000005,0.0,-392.50999999999993,-1.4209999999999996,0.8776278503249659,68.0
262.0,-1.2600000000000002,0.0,-393.7699999999999,-1.4225999999999996,0.8771890363998035,23.0
263.0,-1.7500000000000004,0.0,-395.5199999999999,-1.4245999999999994,0.8767504418816037,32.0
264.0,-1.3900000000000001,0.0,-396.9099999999999,-1.4254999999999993,0.876312066660663,20.0
265.0,-1.18,0.0,-398.0899999999999,-1.4243999999999994,0.8758739106273327,19.0
266.0,-1.19,0.0,-399.2799999999999,-1.4215999999999993,0.8754359736720191,8.0
267.0,-1.4500000000000002,0.0,-400.7299999999999,-1.4234999999999993,0.8749982556851831,22.0
268.0,-1.3,0.0,-402.0299999999999,-1.4216999999999995,0.8745607565573406,23.0
269.0,-1.1199999999999999,0.0,-403.1499999999999,-1.4211999999999998,0.8741234761790619,9.0
270.0,-1.27,0.0,-404.4199999999999,-1.4191999999999998,0.8736864144409725,16.0
271.0,-1.7300000000000004,0.0,-406.1499999999999,-1.4255999999999998,0.873249571233752,50.0
272.0,-1.6500000000000001,0.0,-407.7999999999999,-1.4240999999999997,0.8728129464481352,38.0
273.0,-1.16,0.0,-408.9599999999999,-1.4213999999999996,0.8723765399749112,17.0
274.0,-1.8100000000000005,0.0,-410.7699999999999,-1.4263999999999997,0.8719403517049238,54.0
275.0,-1.9700000000000006,0.0,-412.73999999999995,-1.4315999999999998,0.8715043815290714,70.0
276.0,-1.5500000000000003,0.0,-414.28999999999996,-1.4357,0.8710686293383069,36.0
277.0,-1.14,0.0,-415.42999999999995,-1.4327999999999996,0.8706330950236377,11.0
278.0,-1.7000000000000002,0.0,-417.12999999999994,-1.4307999999999996,0.870197778476126,43.0
279.0,-1.2400000000000002,0.0,-418.36999999999995,-1.4284999999999997,0.869762679586888,21.0
280.0,-2.1100000000000003,0.0,-420.47999999999996,-1.4365999999999997,0.8693277982470946,68.0
281.0,-1.06,0.0,-421.53999999999996,-1.4362999999999997,0.8688931343479711,7.0
282.0,-1.46,0.0,-422.99999999999994,-1.4367999999999999,0.8684586877807972,23.0
283.0,-1.52,0.0,-424.5199999999999,-1.4386999999999999,0.8680244584369068,21.0
284.0,-1.07,0.0,-425.5899999999999,-1.4327999999999996,0.8675904462076884,8.0
285.0,-1.34,0.0,-426.9299999999999,-1.4351999999999998,0.8671566509845846,23.0
286.0,-1.3800000000000001,0.0,-428.3099999999999,-1.432,0.8667230726590923,23.0
287.0,-1.4500000000000002,0.0,-429.7599999999999,-1.4334999999999996,0.8662897111227629,26.0
288.0,-1.08,0.0,-430.83999999999986,-1.4324999999999997,0.8658565662672015,9.0
289.0,-1.46,0.0,-432.29999999999984,-1.4364,0.865423637984068,19.0
290.0,-1.4700000000000002,0.0,-433.76999999999987,-1.4386999999999999,0.864990926165076,28.0
291.0,-2.3200000000000007,0.0,-436.08999999999986,-1.4442999999999997,0.8645584307019936,77.0
292.0,-1.3900000000000001,0.0,-437.47999999999985,-1.4420999999999995,0.8641261514866426,28.0
293.0,-1.2,0.0,-438.67999999999984,-1.4401999999999995,0.8636940884108993,17.0
294.0,-1.19,0.0,-439.86999999999983,-1.4354999999999996,0.8632622413666939,12.0
295.0,-2.130000000000001,0.0,-441.99999999999983,-1.4448999999999996,0.8628306102460106,62.0
296.0,-1.08,0.0,-443.0799999999998,-1.4440999999999997,0.8623991949408877,9.0
297.0,-1.4300000000000002,0.0,-444.5099999999998,-1.4427999999999996,0.8619679953434173,24.0
298.0,-1.1,0.0,-445.60999999999984,-1.4382999999999995,0.8615370113457457,11.0
299.0,-1.44,0.0,-447.04999999999984,-1.4334999999999996,0.8611062428400729,21.0
300.0,-1.6100000000000003,0.0,-448.65999999999985,-1.4364,0.8606756897186528,38.0
301.0,-1.1600000000000001,0.0,-449.8199999999999,-1.4364999999999997,0.8602453518737936,9.0
